Sample	Population	Source	Haplotype	Sample_hap	x1	x2
HG02389	Dai Chinese	1000G	1	HG02389_H2	48.13611227684563	67.75910979989051
HG02394	Dai Chinese	1000G	0	HG02394_H1	47.12481740347747	66.32951500138896
HG02394	Dai Chinese	1000G	1	HG02394_H2	46.891271597994354	65.78053639334283
HG02395	Dai Chinese	1000G	0	HG02395_H1	47.88187172281939	67.12968174611035
HG02395	Dai Chinese	1000G	1	HG02395_H2	47.483717457689444	67.90378619355286
HG02396	Dai Chinese	1000G	0	HG02396_H1	47.764968148972905	68.21866911358072
HG02396	Dai Chinese	1000G	1	HG02396_H2	48.27265577183537	67.75809056176985
HG02397	Dai Chinese	1000G	0	HG02397_H1	47.670278810594006	67.00815172595713
HG02397	Dai Chinese	1000G	1	HG02397_H2	46.94891689452928	67.18636845096003
HG02398	Dai Chinese	1000G	0	HG02398_H1	47.9910210730873	67.3556000973493
HG02398	Dai Chinese	1000G	1	HG02398_H2	47.631074697980885	66.89795864198767
HG02399	Dai Chinese	1000G	0	HG02399_H1	47.47335093177829	67.30595313702301
HG02399	Dai Chinese	1000G	1	HG02399_H2	46.54034533192091	67.95523099405699
HG02401	Dai Chinese	1000G	0	HG02401_H1	47.71837574470181	66.5623363044589
HG02401	Dai Chinese	1000G	1	HG02401_H2	46.148088027381355	68.24955267462695
HG02402	Dai Chinese	1000G	0	HG02402_H1	46.92843575945677	67.67268192548947
HG02402	Dai Chinese	1000G	1	HG02402_H2	47.73706617711276	66.97906410274838
HG02406	Dai Chinese	1000G	0	HG02406_H1	47.8157347284486	68.62634539422065
HG02406	Dai Chinese	1000G	1	HG02406_H2	49.04477428543171	66.9224844584145
HG02407	Dai Chinese	1000G	0	HG02407_H1	46.74045789974402	67.63599328022374
HG02407	Dai Chinese	1000G	1	HG02407_H2	46.97530896708398	67.20725974862268
HG02408	Dai Chinese	1000G	0	HG02408_H1	47.2570551912597	66.92324116138771
HG02408	Dai Chinese	1000G	1	HG02408_H2	47.17404639636886	67.71815338342012
HG02409	Dai Chinese	1000G	0	HG02409_H1	48.27618438470886	67.21618786167065
HG02409	Dai Chinese	1000G	1	HG02409_H2	47.930094831966635	65.9651828313463
HG02410	Dai Chinese	1000G	0	HG02410_H1	47.65816190785221	66.73601940741777
HG02410	Dai Chinese	1000G	1	HG02410_H2	47.55024597507346	66.96669669407318
HG02462	Gambian Mandinka	1000G	0	HG02462_H1	-106.98108795921448	6.730586309855969
HG02462	Gambian Mandinka	1000G	1	HG02462_H2	-103.56048935740583	5.4648779317255105
HG02464	Gambian Mandinka	1000G	0	HG02464_H1	-111.6201457799261	9.853451614899658
HG02464	Gambian Mandinka	1000G	1	HG02464_H2	-111.0694487993168	9.69967057440547
HG02465	Gambian Mandinka	1000G	0	HG02465_H1	-110.65777492212493	9.246348567718481
HG02465	Gambian Mandinka	1000G	1	HG02465_H2	-109.59576641718442	8.925926197278773
HG02490	Punjabi	1000G	0	HG02490_H1	30.17542068161569	-35.77333756888548
HG02490	Punjabi	1000G	1	HG02490_H2	31.133922976692126	-36.424559715945115
HG02491	Punjabi	1000G	0	HG02491_H1	29.686735193741264	-33.46287513455147
HG02491	Punjabi	1000G	1	HG02491_H2	30.338808262176507	-31.88424389819118
HG02493	Punjabi	1000G	0	HG02493_H1	27.945713074589804	-36.53913016542887
HG02493	Punjabi	1000G	1	HG02493_H2	28.676222037345937	-32.958838775970435
HG02494	Punjabi	1000G	0	HG02494_H1	30.08667988278667	-36.228381997656726
HG02494	Punjabi	1000G	1	HG02494_H2	30.09660028092747	-36.19621656570051
HG02561	Gambian Mandinka	1000G	0	HG02561_H1	-105.66370934431873	7.082896372007358
HG02561	Gambian Mandinka	1000G	1	HG02561_H2	-106.54914620073501	8.239383890527318
HG02562	Gambian Mandinka	1000G	0	HG02562_H1	-108.9888631940579	9.555668312356065
HG02562	Gambian Mandinka	1000G	1	HG02562_H2	-109.57534737568682	9.75767614812283
HG02573	Gambian Mandinka	1000G	0	HG02573_H1	-107.7167130879065	8.355396217114471
HG02573	Gambian Mandinka	1000G	1	HG02573_H2	-107.47777936515538	7.80454942180334
HG02574	Gambian Mandinka	1000G	0	HG02574_H1	-106.13622573607736	6.52346775335948
HG02574	Gambian Mandinka	1000G	1	HG02574_H2	-105.57624352101854	6.691273041866953
HG02582	Gambian Mandinka	1000G	0	HG02582_H1	-109.74783283835512	8.856235013681047
HG02582	Gambian Mandinka	1000G	1	HG02582_H2	-108.20596883388453	7.445401210039012
HG02585	Gambian Mandinka	1000G	0	HG02585_H1	-111.26914993045415	8.924095249893082
HG02585	Gambian Mandinka	1000G	1	HG02585_H2	-110.19680227973586	9.784454230269798
HG02586	Gambian Mandinka	1000G	0	HG02586_H1	-107.31980378466542	8.562887220108674
HG02586	Gambian Mandinka	1000G	1	HG02586_H2	-108.57018500142777	8.536750151682934
HG02588	Gambian Mandinka	1000G	0	HG02588_H1	-110.0824044175101	8.50000740566831
HG02588	Gambian Mandinka	1000G	1	HG02588_H2	-107.90961520671613	8.634198801146045
HG02589	Gambian Mandinka	1000G	0	HG02589_H1	-107.97089313335553	8.498343052659433
HG02589	Gambian Mandinka	1000G	1	HG02589_H2	-108.38259426413705	9.212460770253355
HG02594	Gambian Mandinka	1000G	0	HG02594_H1	-108.18731674288748	9.424871842868118
HG02594	Gambian Mandinka	1000G	1	HG02594_H2	-109.13752043466874	8.602780864326217
HG02595	Gambian Mandinka	1000G	0	HG02595_H1	-110.1658562436304	9.06037736141295
HG02595	Gambian Mandinka	1000G	1	HG02595_H2	-108.89540302554033	8.392973091248965
HG02597	Punjabi	1000G	0	HG02597_H1	28.008722700386848	-39.766987125166644
HG02597	Punjabi	1000G	1	HG02597_H2	29.32002946788529	-38.08212220501812
HG02603	Punjabi	1000G	0	HG02603_H1	29.12875540456485	-34.50410677594529
HG02603	Punjabi	1000G	1	HG02603_H2	28.70798343445339	-33.6994811039203
HG02604	Punjabi	1000G	0	HG02604_H1	28.91165668530732	-36.75479254415267
HG02604	Punjabi	1000G	1	HG02604_H2	30.170788883799837	-35.34347270437685
HG02610	Gambian Mandinka	1000G	0	HG02610_H1	-109.10761936369184	7.67904307881771
HG02610	Gambian Mandinka	1000G	1	HG02610_H2	-109.32525059215729	7.931314606657306
HG02611	Gambian Mandinka	1000G	0	HG02611_H1	-109.99264008838148	8.697039589778644
HG02611	Gambian Mandinka	1000G	1	HG02611_H2	-109.46845840656565	10.12756051897664
HG02623	Gambian Mandinka	1000G	0	HG02623_H1	-111.37368691649553	9.383589116924366
HG02623	Gambian Mandinka	1000G	1	HG02623_H2	-109.33196297782013	8.301562130499516
HG02624	Gambian Mandinka	1000G	0	HG02624_H1	-109.89950513899083	9.077601681121404
HG02624	Gambian Mandinka	1000G	1	HG02624_H2	-110.61232039912579	10.389960578585193
HG02634	Gambian Mandinka	1000G	0	HG02634_H1	-107.96428378155983	7.265840435785545
HG02634	Gambian Mandinka	1000G	1	HG02634_H2	-108.270549695917	7.9933547721059774
HG02635	Gambian Mandinka	1000G	0	HG02635_H1	-108.10334543531448	8.834320010121385
HG02635	Gambian Mandinka	1000G	1	HG02635_H2	-109.30047892248092	8.595091194505269
HG02642	Gambian Mandinka	1000G	0	HG02642_H1	-108.31905698663252	8.920267902177056
HG02642	Gambian Mandinka	1000G	1	HG02642_H2	-108.7317313965039	8.027410074876148
HG02643	Gambian Mandinka	1000G	0	HG02643_H1	-108.89027472048198	9.70997888717525
HG02643	Gambian Mandinka	1000G	1	HG02643_H2	-106.51970884110915	7.406434688181076
HG02648	Punjabi	1000G	0	HG02648_H1	28.818331950785876	-37.42448534328024
HG02648	Punjabi	1000G	1	HG02648_H2	29.69015942304999	-37.11459414272733
HG02649	Punjabi	1000G	0	HG02649_H1	28.09398272725486	-38.58384880747998
HG02649	Punjabi	1000G	1	HG02649_H2	29.758860949148428	-38.005789934805165
HG02651	Punjabi	1000G	0	HG02651_H1	30.46931629539776	-32.27911448641722
HG02651	Punjabi	1000G	1	HG02651_H2	30.85830646218171	-33.96620843533108
HG02652	Punjabi	1000G	0	HG02652_H1	29.81678721421647	-32.97188186691949
HG02652	Punjabi	1000G	1	HG02652_H2	27.42553417584245	-35.916326089259044
HG02654	Punjabi	1000G	0	HG02654_H1	28.698699170281458	-37.62389957980716
HG02654	Punjabi	1000G	1	HG02654_H2	28.7883966668929	-39.15393821709658
HG02655	Punjabi	1000G	0	HG02655_H1	29.694942696621602	-38.76457482396127
HG02655	Punjabi	1000G	1	HG02655_H2	28.780272460295087	-38.495598425636544
HG02657	Punjabi	1000G	0	HG02657_H1	28.897556352144072	-30.59065450007479
HG02657	Punjabi	1000G	1	HG02657_H2	29.873210473786934	-28.734210318651055
HG02658	Punjabi	1000G	0	HG02658_H1	30.54260206792376	-30.991489718502052
HG02658	Punjabi	1000G	1	HG02658_H2	28.945359370117615	-29.539215207010166
HG02660	Punjabi	1000G	0	HG02660_H1	30.043159423304743	-32.532301295959066
HG02660	Punjabi	1000G	1	HG02660_H2	30.539266060522223	-33.322543826659086
HG02661	Punjabi	1000G	0	HG02661_H1	29.971451349408454	-31.679411416295757
HG02661	Punjabi	1000G	1	HG02661_H2	29.129073972204118	-32.609237290886924
HG02675	Gambian Mandinka	1000G	0	HG02675_H1	-109.21573796440396	8.92908191282493
HG02675	Gambian Mandinka	1000G	1	HG02675_H2	-109.64974815667347	8.767349768661635
HG02676	Gambian Mandinka	1000G	0	HG02676_H1	-107.64131357046523	8.996138559907639
HG02676	Gambian Mandinka	1000G	1	HG02676_H2	-105.77777600941508	7.176695641394755
HG02678	Gambian Mandinka	1000G	0	HG02678_H1	-107.82179280354595	8.155483578847768
HG02678	Gambian Mandinka	1000G	1	HG02678_H2	-105.95593214119626	8.153122225850456
HG02679	Gambian Mandinka	1000G	0	HG02679_H1	-108.61292445573525	9.648237869243967
HG02679	Gambian Mandinka	1000G	1	HG02679_H2	-110.16922335494405	8.881423785853716
HG02681	Punjabi	1000G	0	HG02681_H1	29.711750244838193	-37.819220094874105
HG02681	Punjabi	1000G	1	HG02681_H2	29.12131204125643	-35.699243045090526
HG02682	Punjabi	1000G	0	HG02682_H1	29.700294241888173	-36.66976101380071
HG02682	Punjabi	1000G	1	HG02682_H2	28.917648852504954	-36.93674227797928
HG02684	Punjabi	1000G	0	HG02684_H1	29.386806498619165	-26.649187206121557
HG02684	Punjabi	1000G	1	HG02684_H2	29.69358472010014	-26.18105942386057
HG02685	Punjabi	1000G	0	HG02685_H1	30.37182932544097	-26.153630515056417
HG02685	Punjabi	1000G	1	HG02685_H2	30.03034007028363	-25.763665677625763
HG02687	Punjabi	1000G	0	HG02687_H1	29.62303461521101	-23.583626713493267
HG02687	Punjabi	1000G	1	HG02687_H2	29.190085936730483	-24.174490326822145
HG02688	Punjabi	1000G	0	HG02688_H1	31.783862672236566	-23.817193571749186
HG02688	Punjabi	1000G	1	HG02688_H2	30.942337049309344	-24.708928400331665
HG02690	Punjabi	1000G	0	HG02690_H1	28.508402259071268	-38.89317303671021
HG02690	Punjabi	1000G	1	HG02690_H2	28.350066549539243	-38.7590607080122
HG02691	Punjabi	1000G	0	HG02691_H1	28.771017622309557	-37.26225798034842
HG02691	Punjabi	1000G	1	HG02691_H2	29.676467376387343	-37.995480364350485
HG02694	Punjabi	1000G	0	HG02694_H1	29.397037312824352	-39.31479365029451
HG02694	Punjabi	1000G	1	HG02694_H2	28.166322628590137	-40.71244505199219
HG02699	Punjabi	1000G	0	HG02699_H1	29.465663473801612	-35.593352039209016
HG02699	Punjabi	1000G	1	HG02699_H2	28.51881009282002	-39.793732443435374
HG02700	Punjabi	1000G	0	HG02700_H1	30.323421131404018	-35.87948356838315
HG02700	Punjabi	1000G	1	HG02700_H2	29.451800884474643	-36.39356427426641
HG02702	Gambian Mandinka	1000G	0	HG02702_H1	-107.08852577364613	8.711944231523777
HG02702	Gambian Mandinka	1000G	1	HG02702_H2	-104.26423230593892	7.495458003977635
HG02703	Gambian Mandinka	1000G	0	HG02703_H1	-109.63545464050006	9.454994025775395
HG02703	Gambian Mandinka	1000G	1	HG02703_H2	-110.83162593402983	9.390946708025897
HG02724	Punjabi	1000G	0	HG02724_H1	30.704399811089893	-21.671095051662135
HG02724	Punjabi	1000G	1	HG02724_H2	31.192264849341285	-23.20586345315862
HG02725	Punjabi	1000G	0	HG02725_H1	30.427052087876802	-21.9760367419308
HG02725	Punjabi	1000G	1	HG02725_H2	30.73188072581752	-23.422957107577467
HG02727	Punjabi	1000G	0	HG02727_H1	30.75054506139486	-22.558422860814506
HG02727	Punjabi	1000G	1	HG02727_H2	29.89066333303952	-23.489338872177594
HG02728	Punjabi	1000G	0	HG02728_H1	30.4845401880914	-21.825943366291895
HG02728	Punjabi	1000G	1	HG02728_H2	31.54205076933207	-20.517130171352704
HG02731	Punjabi	1000G	0	HG02731_H1	29.38813338377752	-32.08963915963631
HG02731	Punjabi	1000G	1	HG02731_H2	28.105748256320837	-30.740075990906405
HG02756	Gambian Mandinka	1000G	0	HG02756_H1	-109.3141527130704	8.922064408757574
HG02756	Gambian Mandinka	1000G	1	HG02756_H2	-110.68800023696221	9.626595787555605
HG02757	Gambian Mandinka	1000G	0	HG02757_H1	-108.0095580376474	8.936911555925153
HG02757	Gambian Mandinka	1000G	1	HG02757_H2	-110.35349460925241	8.277001945639608
HG02759	Gambian Mandinka	1000G	0	HG02759_H1	-107.86894907646214	8.166665243413238
HG02759	Gambian Mandinka	1000G	1	HG02759_H2	-110.34408608218183	9.019180457200864
HG02760	Gambian Mandinka	1000G	0	HG02760_H1	-108.82005321291496	8.520209085660415
HG02760	Gambian Mandinka	1000G	1	HG02760_H2	-108.08408174554177	8.51854172336812
HG02763	Gambian Mandinka	1000G	0	HG02763_H1	-109.14037244326235	8.965900158919563
HG02763	Gambian Mandinka	1000G	1	HG02763_H2	-110.48909584526945	9.426597781191152
HG02768	Gambian Mandinka	1000G	0	HG02768_H1	-111.16111926753959	10.480449694646904
HG02768	Gambian Mandinka	1000G	1	HG02768_H2	-108.9887465407887	9.135502103584852
HG02769	Gambian Mandinka	1000G	0	HG02769_H1	-108.396448463739	9.322989866231797
HG02769	Gambian Mandinka	1000G	1	HG02769_H2	-108.93330660473146	9.33038308714892
HG02771	Gambian Mandinka	1000G	0	HG02771_H1	-110.28984601887501	9.38459637010406
HG02771	Gambian Mandinka	1000G	1	HG02771_H2	-111.2352803143365	9.33097794932689
HG02772	Gambian Mandinka	1000G	0	HG02772_H1	-109.98246284365524	10.292874951671163
HG02772	Gambian Mandinka	1000G	1	HG02772_H2	-110.23663222474275	9.153312915065559
HG02774	Punjabi	1000G	0	HG02774_H1	29.325619979425028	-27.563940353377383
HG02774	Punjabi	1000G	1	HG02774_H2	30.21902044636311	-26.44837227188228
HG02775	Punjabi	1000G	0	HG02775_H1	31.03937016107843	-24.803145684185925
HG02775	Punjabi	1000G	1	HG02775_H2	29.73055373386896	-23.453090778263373
HG02778	Punjabi	1000G	0	HG02778_H1	30.507808851468724	-23.563229820201308
HG02778	Punjabi	1000G	1	HG02778_H2	30.61798792890191	-23.58964381099327
HG02780	Punjabi	1000G	0	HG02780_H1	31.42955595166157	-24.23570183806488
HG02780	Punjabi	1000G	1	HG02780_H2	31.105570084662794	-24.812289052775544
HG02783	Punjabi	1000G	0	HG02783_H1	31.867039965145125	-21.714331663635523
HG02783	Punjabi	1000G	1	HG02783_H2	29.740464167589785	-23.785358275091586
HG02784	Punjabi	1000G	0	HG02784_H1	30.614464038208816	-25.747139175741957
HG02784	Punjabi	1000G	1	HG02784_H2	29.721287735204626	-24.58068765893744
HG02786	Punjabi	1000G	0	HG02786_H1	29.679664667498855	-23.735553880689892
HG02786	Punjabi	1000G	1	HG02786_H2	30.34747617435213	-20.57035527742501
HG02787	Punjabi	1000G	0	HG02787_H1	31.21329441714918	-24.169653027467557
HG02787	Punjabi	1000G	1	HG02787_H2	30.257529566931908	-22.399829111369687
HG02789	Punjabi	1000G	0	HG02789_H1	30.999622609435313	-23.735479304758353
HG02789	Punjabi	1000G	1	HG02789_H2	30.27978185949347	-22.973582696307187
HG02790	Punjabi	1000G	0	HG02790_H1	31.40050473434868	-23.66118780777686
HG02790	Punjabi	1000G	1	HG02790_H2	30.2242502780201	-22.496002559537825
HG02792	Punjabi	1000G	0	HG02792_H1	31.830731765479065	-21.546216055468935
HG02792	Punjabi	1000G	1	HG02792_H2	30.036259829465827	-24.28697483056644
HG02793	Punjabi	1000G	0	HG02793_H1	31.16804325949336	-23.968404369987365
HG02793	Punjabi	1000G	1	HG02793_H2	29.756154786934914	-22.25580700098839
HG02798	Gambian Mandinka	1000G	0	HG02798_H1	-109.5661483260194	10.771092782658602
HG02798	Gambian Mandinka	1000G	1	HG02798_H2	-110.70823970879684	9.20956128912881
HG02799	Gambian Mandinka	1000G	0	HG02799_H1	-109.2271780366654	7.499095774898638
HG02799	Gambian Mandinka	1000G	1	HG02799_H2	-108.79328685647621	8.977463022119817
HG02804	Gambian Mandinka	1000G	0	HG02804_H1	-110.03231592857065	9.8601809862577
HG02804	Gambian Mandinka	1000G	1	HG02804_H2	-110.57847279930851	9.199008062986838
HG02805	Gambian Mandinka	1000G	0	HG02805_H1	-110.83168401484238	10.8046170600884
HG02805	Gambian Mandinka	1000G	1	HG02805_H2	-111.66857872405183	9.399700580872771
HG02810	Gambian Mandinka	1000G	0	HG02810_H1	-100.65100025703106	3.8016316479131618
HG02810	Gambian Mandinka	1000G	1	HG02810_H2	-100.2397362368163	4.511320814018955
HG02811	Gambian Mandinka	1000G	0	HG02811_H1	-110.14822896664674	9.374205073883804
HG02811	Gambian Mandinka	1000G	1	HG02811_H2	-109.77678359048335	9.755961114780224
HG02814	Gambian Mandinka	1000G	0	HG02814_H1	-110.21115187705468	9.949405850625656
HG02814	Gambian Mandinka	1000G	1	HG02814_H2	-108.77416936187038	9.319055387432687
HG02819	Gambian Mandinka	1000G	0	HG02819_H1	-111.39024756687252	9.5761384612461
HG02819	Gambian Mandinka	1000G	1	HG02819_H2	-110.06156722806458	9.327097780550847
HG02820	Gambian Mandinka	1000G	0	HG02820_H1	-109.47211393310283	10.159547624700405
HG02820	Gambian Mandinka	1000G	1	HG02820_H2	-111.40799127940664	9.394071006142429
HG02836	Gambian Mandinka	1000G	0	HG02836_H1	-108.94255800684041	9.04278719771391
HG02836	Gambian Mandinka	1000G	1	HG02836_H2	-107.07069065330393	9.373705621134643
HG02837	Gambian Mandinka	1000G	0	HG02837_H1	-108.49324793016515	8.619688383091319
HG02837	Gambian Mandinka	1000G	1	HG02837_H2	-108.20727650078257	8.988743195898994
HG02851	Gambian Mandinka	1000G	0	HG02851_H1	-110.0658566538211	9.114835741181334
HG02851	Gambian Mandinka	1000G	1	HG02851_H2	-109.395517665217	7.895597519527943
HG02852	Gambian Mandinka	1000G	0	HG02852_H1	-108.83743829723554	8.128199327020138
HG02852	Gambian Mandinka	1000G	1	HG02852_H2	-106.70747689972237	6.880989254707533
HG02854	Gambian Mandinka	1000G	0	HG02854_H1	-110.98101389172407	9.181413692901547
HG02854	Gambian Mandinka	1000G	1	HG02854_H2	-111.12189073100251	9.757901923652934
HG02855	Gambian Mandinka	1000G	0	HG02855_H1	-108.86143186239684	8.411124184450653
HG02855	Gambian Mandinka	1000G	1	HG02855_H2	-108.90662498560798	9.823438782643716
HG02860	Gambian Mandinka	1000G	0	HG02860_H1	-109.3610805542254	9.935078220795038
HG02860	Gambian Mandinka	1000G	1	HG02860_H2	-108.50838388271251	9.144525290305207
HG02878	Gambian Mandinka	1000G	0	HG02878_H1	-108.18444450953106	9.113239138182866
HG02878	Gambian Mandinka	1000G	1	HG02878_H2	-108.64677799508019	10.248508103609094
HG02879	Gambian Mandinka	1000G	0	HG02879_H1	-108.48447976155222	8.770235989058403
HG02879	Gambian Mandinka	1000G	1	HG02879_H2	-109.33480588702196	7.856450902502306
HG02881	Gambian Mandinka	1000G	0	HG02881_H1	-112.06411281942749	9.174279646118702
HG02881	Gambian Mandinka	1000G	1	HG02881_H2	-109.99039830887577	10.138674736173801
HG02882	Gambian Mandinka	1000G	0	HG02882_H1	-109.81346703407414	9.200758641720558
HG02882	Gambian Mandinka	1000G	1	HG02882_H2	-109.25434912047848	8.760236206217588
HG02887	Gambian Mandinka	1000G	0	HG02887_H1	-110.11465994337786	9.254510357968353
HG02887	Gambian Mandinka	1000G	1	HG02887_H2	-110.6946971686342	9.724704579204744
HG02888	Gambian Mandinka	1000G	0	HG02888_H1	-109.90825768872733	8.637734451621686
HG02888	Gambian Mandinka	1000G	1	HG02888_H2	-108.18800959199416	8.048832929536918
HG02890	Gambian Mandinka	1000G	0	HG02890_H1	-106.55605654071991	7.501469762929002
HG02890	Gambian Mandinka	1000G	1	HG02890_H2	-108.51435554217335	9.402813649076844
HG02891	Gambian Mandinka	1000G	0	HG02891_H1	-107.99789259600794	8.74322306305434
HG02891	Gambian Mandinka	1000G	1	HG02891_H2	-109.4622225089696	9.521385663177622
HG02895	Gambian Mandinka	1000G	0	HG02895_H1	-108.88668545247236	8.919336809914686
HG02895	Gambian Mandinka	1000G	1	HG02895_H2	-108.71507085366898	9.605755367142788
HG02896	Gambian Mandinka	1000G	0	HG02896_H1	-108.49383321721587	9.521053897988434
HG02896	Gambian Mandinka	1000G	1	HG02896_H2	-109.6707005681645	9.701181658373482
HG02923	Esan	1000G	0	HG02923_H1	-112.86004399656085	10.23667155829224
HG02923	Esan	1000G	1	HG02923_H2	-111.48711254834069	10.295221086078502
HG02938	Esan	1000G	0	HG02938_H1	-113.2124193921048	10.609245473917614
HG02938	Esan	1000G	1	HG02938_H2	-112.87422078396469	10.164250468737475
HG02941	Esan	1000G	0	HG02941_H1	-112.53606976798591	11.335005576349314
HG02941	Esan	1000G	1	HG02941_H2	-113.32777052833185	11.382066879780705
HG02943	Esan	1000G	0	HG02943_H1	-112.90153507160178	10.305718623106475
HG02943	Esan	1000G	1	HG02943_H2	-113.25354748266665	11.15432357221172
HG02944	Esan	1000G	0	HG02944_H1	-112.95623209630637	10.164989393053869
HG02944	Esan	1000G	1	HG02944_H2	-112.62696143558728	11.040920189353518
HG02946	Esan	1000G	0	HG02946_H1	-113.49399178579625	10.424984873157914
HG02946	Esan	1000G	1	HG02946_H2	-114.18981137668115	10.501461563845456
HG02947	Esan	1000G	0	HG02947_H1	-113.2050393751176	11.183776825583255
HG02947	Esan	1000G	1	HG02947_H2	-113.14181651883058	10.641230440605863
HG02952	Esan	1000G	0	HG02952_H1	-112.32847221741571	10.032527984682684
HG02952	Esan	1000G	1	HG02952_H2	-114.2775138586957	12.000967932981563
HG02953	Esan	1000G	0	HG02953_H1	-111.98154289584463	10.82722964865076
HG02953	Esan	1000G	1	HG02953_H2	-113.00150351556042	10.434043095095728
HG02968	Esan	1000G	0	HG02968_H1	-112.31056805829732	9.800764767163397
HG02968	Esan	1000G	1	HG02968_H2	-112.85062735658303	10.813803695041546
HG02970	Esan	1000G	0	HG02970_H1	-112.4877831535305	11.530974959198712
HG02970	Esan	1000G	1	HG02970_H2	-113.58105936714873	10.872736379695137
HG02971	Esan	1000G	0	HG02971_H1	-113.81911539768385	9.907907525326653
HG02971	Esan	1000G	1	HG02971_H2	-114.80947623942245	9.995200763921428
HG02973	Esan	1000G	0	HG02973_H1	-113.3492973012423	9.700293186117104
